,구분,근거,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
1757.0,개방화장실,법제3조제16호-영제3조제1항제1호,텐즈힐상가(203동),"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐)",서울특별시 성동구 상왕십리동 811 텐즈힐,2,3,0,0,0,0,7,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~23:00,"""""",37.5678250213489,127.025053595952,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
1758.0,개방화장실,법제3조제16호-영제3조제1항제1호,텐즈힐상가(214동),"서울특별시 성동구 마장로 137, 214동 (상왕십리동, 텐즈힐)",서울특별시 성동구 상왕십리동 811 텐즈힐,2,3,0,0,0,0,3,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~23:00,"""""",37.5678250213489,127.025053595952,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1759.0,개방화장실,법제3조제16호-영제3조제1항제1호,한남하이츠아파트,"서울특별시 성동구 독서당로 160, 한남하이츠아파트 (옥수동)",서울특별시 성동구 옥수동 220-1 한남하이츠아파트,2,2,0,0,0,0,2,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~23:00,"""""",37.5402350277221,127.011739689498,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1760.0,개방화장실,법제3조제16호-영제3조제1항제1호,행당대림리빙프라자,"서울특별시 성동구 행당로 87, 행당동 대림아파트 (행당동)",서울특별시 성동구 행당동 347 행당동 대림아파트,1,3,0,0,0,0,3,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~23:00,"""""",37.5572921201611,127.028544269386,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
1761.0,개방화장실,법제3조제16호-영제3조제1항제1호,행당한신아파트상가,"서울특별시 성동구 고산자로 164 (행당동, 행당한신아파트)",서울특별시 성동구 행당동 349 행당한신아파트,2,2,0,0,0,0,2,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~23:00,"""""",37.5550687570722,127.035424100115,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1762.0,개방화장실,법제3조제16호-영제3조제1항제1호,효진주유소,"서울특별시 성동구 동일로 129, 효진주유소 (성수동2가)",서울특별시 성동구 성수동2가 19-1 효진주유소,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,00:00~24:00,"""""",37.5441143795743,127.064645129354,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1763.0,개방화장실,법제3조제16호-영제3조제1항제1호,응봉공원 응봉관리소,서울특별시 성동구 금호로172-1,서울특별시 금호로172-1,3,4,0,0,0,0,4,0,0,동부공원녹지사업소 응봉공원,"""""",상시,00:00~24:00,"""""",0.0,0.0,공공기관-국가공공기관,수세식,Y,N,"""""",N,N,"""""","""""",2023-12-20
1764.0,개방화장실,법제3조제16호-영제3조제1항제1호,금호주유소,"서울특별시 성동구 금호로 39, 금호주유소 (금호동4가)",서울특별시 성동구 금호동4가 187-2 금호주유소,1,1,0,0,0,0,1,0,0,주유소,"""""",상시,06:00~23:00,"""""",37.5470409999369,127.025032153735,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
1765.0,공중화장실,법제3조제5호,면목동 공중화장실,서울특별시 면목동 168-1,"""""",2,2,1,1,0,0,4,1,1,중랑구 청소행정과,"""02-2094-1984""",상시,"""""","""""",37.5811636100957,127.079962275486,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,"""""",2024-01-23
1766.0,공중화장실,법제3조제16호-영제3조제1항제1호,면목2동 공영주차장,서울특별시 중랑구 겸재로 23길 27 1층 로비,"""""",1,1,0,1,0,0,2,0,0,중랑구 시설관리공단,"""02-438-7209""",상시,"""""","""""",37.5879351091446,127.080893301229,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,"""""","""""",2024-01-23
1767.0,공중화장실,법제3조제16호-영제3조제1항제1호,망우3동 공영주차장,"서울특별시 중랑구 겸재로 61길, 주차장내 2층","""""",1,1,1,1,0,0,2,1,0,중랑구 시설관리공단,"""02-438-7209""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-23
1768.0,공중화장실,법제3조제5호,실버카페 공중화장실,서울특별시 중랑구 겸재로29길 27,"""""",1,2,0,0,0,0,2,0,0,중랑구 청소행정과,"""02-2094-1984""",상시,"""""","""""",37.5899098441801,127.085204234465,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,N,"""""","""""",2024-01-23
1769.0,공중화장실,법제3조제5호,소파어린이공원 공중화장실,서울특별시 중랑구 겸재로64길 28,"""""",1,3,1,0,1,1,3,1,1,중랑구 공원녹지과,"""02-2094-2355""",상시,"""""","""""",37.5891208066413,127.095717908612,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-23
1770.0,공중화장실,법제3조제16호-영제3조제1항제1호,면목5동 공영주차장,"서울특별시 중랑구 동일로 594, 주차장 내 지하 1층","""""",1,1,0,0,0,0,1,0,0,중랑구 시설관리공단,"""02-438-7209""",정시,09:00~18:00,"""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""","""""",2024-01-23
1771.0,개방화장실,법제3조제17호-영제3조제2항제3호,대신빌딩 개방화장실,서울특별시 중랑구 동일로 802,"""""",3,4,1,0,0,0,2,1,0,중랑구 청소행정과(민간),"""02-2094-1984""",상시,"""""","""""",37.6020848093367,127.079714349109,민간소유-개인,수세식,Y,N,"""""",N,N,"""""","""""",2024-01-23
1772.0,공중화장실,법제3조제5호,양지어린이공원 공중화장실,서울특별시 중랑구 면목로78길 26-5,"""""",2,2,0,0,0,0,3,0,0,중랑구 공원녹지과,"""02-2094-2355""",상시,"""""","""""",37.5902049061736,127.088887017888,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,"""""","""""",2024-01-23
1773.0,공중화장실,법제3조제16호-영제3조제1항제1호,상봉2동 공영주차장,서울특별시 중랑구 면목로85길38,"""""",1,3,1,0,0,0,2,0,0,중랑구 시설관리공단,"""02-438-7209""",상시,"""""","""""",37.5930490813948,127.084324164569,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-23
1774.0,공중화장실,법제3조제5호,묵동 화장실,서울특별시 중랑구 묵동 335,"""""",3,5,1,1,0,0,7,1,3,중랑구 청소행정과,"""02-2094-1984""",상시,"""""","""""",37.6157894408567,127.073250687674,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,"""""",2024-01-23
1775.0,공중화장실,법제3조제5호,봉화산근린공원(유아숲체험장),서울특별시 중랑구 묵동 산 141-1,"""""",1,0,0,0,0,0,2,0,0,중랑구 공원녹지과,"""02-2094-2357""",상시,"""""","""""",0.0,0.0,공공기관-지방자치단체,수세식,Y,Y,남자화장실+여자화장실,N,N,"""""","""""",2024-01-23
1776.0,공중화장실,법제3조제16호-영제3조제1항제1호,관상복합청사,서울특별시 중랑구 봉화산로 190,"""""",2,3,0,0,0,0,3,0,0,중랑구시설관리공단,"""02)-3422-3282""",정시,09:00~18:00,"""""",37.6062563647753,127.094183123852,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,Y,N,"""""","""""",2024-01-23
1777.0,공중화장실,법제3조제16호-영제3조제1항제1호,"중화2동주민센터 화장실
(임시청사)","서울특별시중랑구 동일로129길 1, 5층","""""",1,1,0,0,0,0,1,0,0,마을협치과,"""02-2094-6360""",정시,09:00~18:00,"""""",37.5993838458016,127.079542626772,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,N,"""""","""""",2024-01-23
1778.0,공중화장실,법제3조제5호,샘터어린이공원 공중화장실,서울특별시 중랑구 사가정로42길 25,"""""",1,3,1,0,0,0,4,1,0,중랑구 공원녹지과,"""02-2094-2355""",정시,06:00~22:00,"""""",37.5798156655875,127.083685676016,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,N,N,"""""","""""",2024-01-23
1779.0,공중화장실,법제3조제5호,봉수대공원 주차장,서울특별시 중랑구 상봉동 12-2,"""""",1,3,1,0,0,1,4,1,0,중랑구 공원녹지과,"""02-435-0069""",정시,09:00~18:00,"""""",37.6066342613069,127.091521866104,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,N,"""""","""""",2024-01-23
1780.0,공중화장실,법제3조제5호,봉화산근린공원(보현정사앞),서울특별시 중랑구 상봉동 산22,"""""",1,3,1,0,0,1,4,1,0,중랑구 공원녹지과,"""02-2094-2357""",상시,"""""","""""",37.6044980222475,127.088799494655,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,"""""",2024-01-23
1781.0,개방화장실,법제3조제16호-영제3조제1항제1호,동부가스충전소,서울특별시 성동구 광나루로 200 (성수동2가),서울특별시 성동구 성수동2가 284-108,1,1,0,0,0,0,1,0,0,주유소,"""""",상시,06:00~23:00,"""""",37.5504841812197,127.052448410666,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1782.0,개방화장실,법제3조제16호-영제3조제1항제1호,동창주유소,"서울특별시 성동구 천호대로 324, 동창주유소 (용답동)",서울특별시 성동구 용답동 5-4 동창주유소,1,2,0,0,0,0,1,0,0,주유소,"""""",상시,06:00~23:00,"""""",37.5642325005189,127.055594222988,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1783.0,개방화장실,법제3조제16호-영제3조제1항제1호,명성주유소,서울특별시 성동구 천호대로 384 (용답동),서울특별시 성동구 용답동 229-2,1,1,0,0,0,0,1,0,0,주유소,"""""",상시,06:00~23:00,"""""",37.5615400214329,127.061473414408,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1784.0,개방화장실,법제3조제16호-영제3조제1항제1호,삼우주유소,"서울특별시 성동구 천호대로 392, 삼우주유소 (용답동)",서울특별시 성동구 용답동 229-5 삼우주유소,1,1,0,0,0,0,1,0,0,주유소,"""""",상시,06:00~23:00,"""""",37.5614240839205,127.062293325506,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
1785.0,개방화장실,법제3조제16호-영제3조제1항제1호,성수만세주유소,"서울특별시 성동구 왕십리로 109, 성수만세주유소 (성수동1가)",서울특별시 성동구 성수동1가 656-1208 성수만세주유소,1,1,0,0,0,0,1,0,0,주유소,"""""",상시,06:00~23:00,"""""",37.5474892689015,127.044293718377,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
1786.0,개방화장실,법제3조제16호-영제3조제1항제1호,JK빌딩,"서울특별시 성동구 성수이로20길 16, 제이케이타워 1층 (성수동2가)",서울특별시 성동구 성수동2가 273-36 제이케이타워,2,1,1,1,0,0,2,1,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~19:00,"""""",37.5430121236904,127.058366476771,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1787.0,개방화장실,법제3조제16호-영제3조제1항제1호,KD타워 화장실,"서울특별시 성동구 왕십리로 125, KD타워 (성수동1가)",서울특별시 성동구 성수동1가 656-292 KD타워,2,3,0,0,0,0,5,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~19:00,"""""",37.5488383035453,127.043893352541,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
1788.0,개방화장실,법제3조제16호-영제3조제1항제1호,KLP제2주유소,서울특별시 성동구 동일로 249 (송정동),서울특별시 성동구 송정동 83,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,00:00~24:00,"""""",37.5540124113316,127.070433103392,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1789.0,개방화장실,법제3조제16호-영제3조제1항제1호,군자동주유소,"서울특별시 성동구 천호대로 446, 군자동주유소 (용답동)",서울특별시 성동구 용답동 236-1 군자동주유소,1,2,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,00:00~24:00,"""""",37.5605413974435,127.068285753282,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1790.0,개방화장실,법제3조제16호-영제3조제1항제1호,금관빌딩,"서울특별시 성동구 천호대로 328, 금관빌딩 (용답동)",서울특별시 성동구 용답동 5-3 금관빌딩,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~19:00,"""""",37.5639995356655,127.055906444004,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1791.0,개방화장실,법제3조제16호-영제3조제1항제1호,나래타워,서울특별시 성동구 고산자로 234 (행당동),서울특별시 성동구 행당동 267-23,1,2,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~19:00,"""""",37.5605472229853,127.035282840579,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1792.0,개방화장실,법제3조제16호-영제3조제1항제1호,도루코주유소,"서울특별시 성동구 아차산로 180, 도루코주유소 (성수동2가)",서울특별시 성동구 성수동2가 19-14 도루코주유소,1,2,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,00:00~24:00,"""""",37.5420274264746,127.063423424356,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1793.0,개방화장실,법제3조제16호-영제3조제1항제1호,동일주유소,"서울특별시 성동구 광나루로 254, 동일주유소 (성수동2가)",서울특별시 성동구 성수동2가 289-2 동일주유소,2,2,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~19:00,"""""",37.5485761967423,127.057911486572,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1794.0,개방화장실,법제3조제16호-영제3조제1항제1호,뚝도시장 1번,서울특별시 성동구 성수이로 32-15 (성수동2가),서울특별시 성동구 성수동2가 335-16,1,3,0,0,0,0,2,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,00:00~24:00,"""""",37.5378006350227,127.054827033702,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1795.0,개방화장실,법제3조제16호-영제3조제1항제1호,뚝도시장 2번,서울특별시 성동구 성수이로 32-15 (성수동2가),서울특별시 성동구 성수동2가 335-16,1,4,0,0,0,0,5,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,00:00~24:00,"""""",37.5378006350227,127.054827033702,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1796.0,개방화장실,법제3조제16호-영제3조제1항제1호,리빠똥호프,"서울특별시 성동구 왕십리로 357, 목치과 (하왕십리동)",서울특별시 성동구 하왕십리동 946-40 목치과,1,1,0,0,0,0,1,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,00:00~24:00,"""""",37.5638318602489,127.030214900211,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1797.0,개방화장실,법제3조제16호-영제3조제1항제1호,무학빌딩(레노스블랑쉬),"서울특별시 성동구 고산자로 202, 무학예식장 (행당동)",서울특별시 성동구 행당동 319-36 무학예식장,2,7,0,0,0,0,3,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~19:00,"""""",37.5582463351006,127.034407119247,민간소유-법인,수세식,N,N,"""""",N,N,"""""","""""",2023-12-20
1798.0,개방화장실,법제3조제16호-영제3조제1항제1호,미타사,"서울특별시 성동구 독서당로40길 21, 미타사 (옥수동)",서울특별시 성동구 옥수동 395-1 미타사,1,2,0,0,0,0,3,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,00:00~24:00,"""""",37.543609408993,127.017230521559,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
1799.0,개방화장실,법제3조제16호-영제3조제1항제1호,삼부아파트 상가,"서울특별시 성동구 왕십리로 280(행당동, 서울숲삼부아파트)",서울특별시 성동구 행당동 147 서울숲삼부아파트,2,2,0,0,0,0,2,0,0,서울특별시 성동구청 청소행정과 민간개방,"""""",상시,07:00~19:00,"""""",37.5602047159985,127.038017800199,민간소유-법인,수세식,N,N,"""""",Y,N,"""""","""""",2023-12-20
